event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
410,24,VfL Wolfsburg,home, 66 ,Yellow card, Patrick Wimmer ,
411,24,VfL Wolfsburg,home, 69 ,Goal, Omar Marmoush , Paulo Otávio 
412,24,VfL Wolfsburg,home, 73 ,Substitution, Kevin Paredes , Patrick Wimmer 
413,24,M'gladbach,away, 77 ,Substitution, Nathan Ngoumou , Alassane Plea 
414,24,VfL Wolfsburg,home, 81 ,Yellow card, Paulo Otávio ,
415,24,M'gladbach,away, 84 ,Yellow card, Lars Stindl ,
416,24,VfL Wolfsburg,home, 84 ,Yellow card, Maximilian Arnold ,
417,24,M'gladbach,away, 86 ,Yellow card, K Koné ,
418,24,M'gladbach,away, 89 ,Substitution, Patrick Herrmann , Lars Stindl 
419,24,VfL Wolfsburg,home, 89 ,Substitution, Josuha Guilavogui , Maxence Lacroix 
420,24,VfL Wolfsburg,home, 89 ,Substitution, Jonas Wind , Jakub Kamiński 
421,25,VfB Stuttgart,home, 3 ,Penalty, Silas Katompa Mvumpa , Penalty 
422,25,VfL Bochum,away, 16 ,Yellow card, Philipp Förster ,
423,25,VfB Stuttgart,home, 22 ,Goal, Naouirou Ahamada , Silas Katompa Mvumpa 
424,25,VfL Bochum,away, 29 ,Goal, Simon Zoller ,
425,25,VfL Bochum,away, 45 ,Substitution, Christopher Antwi-Adjei , Simon Zoller 
426,25,VfB Stuttgart,home, 52 ,Substitution, Chris Führich , Naouirou Ahamada 
427,25,VfB Stuttgart,home, 64 ,Goal, Silas Katompa Mvumpa , Borna Sosa 
428,25,VfL Bochum,away, 70 ,Substitution, Silvère Ganvoula , Anthony Losilla 
429,25,VfL Bochum,away, 71 ,Yellow card, Cristian Gamboa ,
430,25,VfB Stuttgart,home, 71 ,Goal, Wataru Endo ,
431,25,VfL Bochum,away, 72 ,Yellow card, Kevin Stöger ,
432,25,VfB Stuttgart,home, 75 ,Substitution, Hiroki Ito , Konstantinos Mavropanos 
433,25,VfB Stuttgart,home, 75 ,Substitution, Juan Perea , Tiago Tomás 
434,25,VfB Stuttgart,home, 76 ,Substitution, Nikolas Nartey , Enzo Millot 
435,25,VfL Bochum,away, 78 ,Substitution, Patrick Osterhage , Gerrit Holtmann 
436,25,VfB Stuttgart,home, 84 ,Substitution, Pascal Stenzel , Luca Pfeiffer 
437,25,VfL Bochum,away, 90 ,Substitution, Jordi Osei-Tutu , Philipp Hofmann 
438,25,VfL Bochum,away, 90 ,Substitution, Vasilios Lampropoulos , Philipp Förster 
439,26,Mainz 05,away, 36 ,Goal, Marcus Ingvartsen , Danny Da Costa 
440,26,Mainz 05,away, 45 ,Yellow card, Alexander Hack ,
441,26,Werder Bremen,home, 62 ,Substitution, Niklas Schmidt , Ilia Gruev 
442,26,Mainz 05,away, 66 ,Goal, Lee Jae-sung , Anton Stach 
443,26,Mainz 05,away, 67 ,Substitution, Jonathan Burkardt , Marcus Ingvartsen 
444,26,Werder Bremen,home, 73 ,Substitution, Oliver Burke , Romano Schmid 
445,26,Werder Bremen,home, 73 ,Substitution, Jens Stage , Christian Groß 
446,26,Werder Bremen,home, 73 ,Substitution, Lee Buchanan , Anthony Jung 
447,26,Mainz 05,away, 76 ,Substitution, Anthony Caci , Dominik Kohr 
448,26,Mainz 05,away, 76 ,Substitution, Angelo Fulgini , Lee Jae-sung 
449,26,Mainz 05,away, 88 ,Substitution, Niklas Tauer , Edimilson Fernandes 
450,26,Mainz 05,away, 88 ,Substitution, Aymen Barkok , Leandro Barreiro 
451,26,Mainz 05,away, 90 ,Yellow card, Jonathan Burkardt ,
452,26,Werder Bremen,home, 92 ,Yellow card, Niclas Füllkrug ,
453,27,Bayer Leverkusen,away, 11 ,Yellow card, Robert Andrich ,
454,27,Bayer Leverkusen,away, 42 ,Yellow card, Piero Hincapié ,
455,27,Bayer Leverkusen,away, 47 ,Yellow card, Edmond Tapsoba ,
456,27,Eintracht Frankfurt,home, 50 ,Penalty, Daichi Kamada , Penalty 
457,27,Bayer Leverkusen,away, 45 ,Substitution, Kerem Demirbay , Charles Aránguiz 
458,27,Bayer Leverkusen,away, 45 ,Substitution, Nadiem Amiri , Paulinho 
459,27,Bayer Leverkusen,away, 56 ,Goal, Piero Hincapié , Kerem Demirbay 
460,27,Eintracht Frankfurt,home, 58 ,Goal, Randal Kolo Muani , Christopher Lenz 
461,27,Eintracht Frankfurt,home, 65 ,Goal, Jesper Lindstrøm ,
462,27,Bayer Leverkusen,away, 71 ,Second yellow card, Piero Hincapié ,
463,27,Eintracht Frankfurt,home, 72 ,Penalty, Daichi Kamada , Penalty 
464,27,Bayer Leverkusen,away, 73 ,Substitution, Odilon Kossounou , Moussa Diaby 
465,27,Eintracht Frankfurt,home, 76 ,Substitution, Sebastian Rode , Djibril Sow 
466,27,Eintracht Frankfurt,home, 77 ,Substitution, Rafael Borré , Jesper Lindstrøm 
467,27,Eintracht Frankfurt,home, 77 ,Substitution, Faride Alidou , Éric Ebimbe 
468,27,Eintracht Frankfurt,home, 80 ,Substitution, Lucas Alario , Randal Kolo Muani 
469,27,Bayer Leverkusen,away, 80 ,Substitution, Daley Sinkgraven , Mitchel Bakker 
470,27,Bayer Leverkusen,away, 80 ,Substitution, Adam Hložek , Patrik Schick 
471,27,Eintracht Frankfurt,home, 86 ,Goal, Lucas Alario , Rafael Borré 
472,27,Eintracht Frankfurt,home, 87 ,Substitution, Marcel Wenig , Daichi Kamada 
473,28,Schalke 04,home, 10 ,Yellow card, Leo Greiml ,
474,28,Hoffenheim,away, 11 ,Penalty, Robert Skov , Penalty 
475,28,Hoffenheim,away, 19 ,Yellow card, Kevin Vogt ,
476,28,Hoffenheim,away, 38 ,Yellow card, Grischa Prömel ,
477,28,Hoffenheim,away, 47 ,Goal, Munas Dabbur , Georginio Rutter 
478,28,Schalke 04,home, 45 ,Substitution, Mehmet Aydin , Cédric Brunner 
479,28,Schalke 04,home, 56 ,Yellow card, Dominick Drexler ,
480,28,Hoffenheim,away, 59 ,Penalty, Robert Skov , Penalty 
481,28,Hoffenheim,away, 65 ,Substitution, Sebastian Rudy , Dennis Geiger 
482,28,Schalke 04,home, 70 ,Substitution, Jordan Larsson , Dominick Drexler 
483,28,Schalke 04,home, 70 ,Substitution, Kenan Karaman , Simon Terodde 
484,28,Schalke 04,home, 72 ,Substitution, Sebastian Polter , Florent Mollet 
485,28,Hoffenheim,away, 75 ,Substitution, Jacob Bruun Larsen , Munas Dabbur 
486,28,Hoffenheim,away, 75 ,Substitution, Angelo Stiller , Christoph Baumgartner 
487,28,Hoffenheim,away, 88 ,Substitution, Eduardo Quaresma , Robert Skov 
488,28,Hoffenheim,away, 88 ,Substitution, Finn Becker , Georginio Rutter 
489,29,VfB Stuttgart,home, 58 ,Yellow card, Atakan Karazor ,
490,29,1. FC Union Berlin,away, 65 ,Substitution, Kevin Behrens , Jordan Siebatcheu 
491,29,1. FC Union Berlin,away, 65 ,Substitution, Morten Thorsby , András Schäfer 
492,29,1. FC Union Berlin,away, 66 ,Yellow card, Niko Gießelmann ,
493,29,VfB Stuttgart,home, 67 ,Substitution, Borna Sosa , Dan Zagadou 
494,29,VfB Stuttgart,home, 68 ,Substitution, Chris Führich , Silas Katompa Mvumpa 
495,29,VfB Stuttgart,home, 71 ,Substitution, Pascal Stenzel , Hiroki Ito 
496,29,1. FC Union Berlin,away, 73 ,Substitution, Jamie Leweling , Sheraldo Becker 
497,29,1. FC Union Berlin,away, 76 ,Goal, Paul Jaeckel , Niko Gießelmann 
498,29,VfB Stuttgart,home, 78 ,Yellow card, Sehrou Guirassy ,
499,29,1. FC Union Berlin,away, 78 ,Yellow card, Rani Khedira ,
500,29,VfB Stuttgart,home, 82 ,Second yellow card, Sehrou Guirassy ,
501,29,VfB Stuttgart,home, 82 ,Substitution, Luca Pfeiffer , Atakan Karazor 
502,29,1. FC Union Berlin,away, 82 ,Substitution, Milos Pantović , Genki Haraguchi 
503,29,1. FC Union Berlin,away, 83 ,Substitution, Paul Seguin , Rani Khedira 
504,29,1. FC Union Berlin,away, 93 ,Yellow card, Paul Seguin ,
505,30,SC Freiburg,away, 22 ,Goal, Daniel-Kofi Kyereh , Ritsu Dōan 
506,30,Hertha BSC,home, 34 ,Penalty, Dodi Lukebakio , Penalty 
507,30,Hertha BSC,home, 43 ,Yellow card, Agustín Rogel ,
508,30,Hertha BSC,home, 49 ,Yellow card, Jonjoe Kenny ,
509,30,Hertha BSC,home, 58 ,Substitution, Marco Richter , Chidera Ejuke 
510,30,Hertha BSC,home, 61 ,Goal, Suat Serdar , Marco Richter 
511,30,SC Freiburg,away, 70 ,Substitution, Kevin Schade , Vincenzo Grifo 
512,30,SC Freiburg,away, 70 ,Substitution, Nils Petersen , Michael Gregoritsch 
513,30,SC Freiburg,away, 76 ,Substitution, Yannik Keitel , Maximilian Eggestein 
514,30,SC Freiburg,away, 76 ,Substitution, Jeong Woo-yeong , Daniel-Kofi Kyereh 
515,30,Hertha BSC,home, 78 ,Substitution, Davie Selke , Stevan Jovetic 
516,30,SC Freiburg,away, 78 ,Goal, Kevin Schade , Yannik Keitel 
517,30,SC Freiburg,away, 83 ,Yellow card, Ritsu Dōan ,
518,30,Hertha BSC,home, 84 ,Substitution, Kevin Boateng , Suat Serdar 
519,30,SC Freiburg,away, 86 ,Substitution, Lucas Höler , Ritsu Dōan 
520,31,M'gladbach,home, 7 ,Yellow card, Lars Stindl ,
521,31,1. FC Köln,away, 10 ,Yellow card, Florian Kainz ,
522,31,M'gladbach,home, 27 ,Goal, Marvin Friedrich , Jonas Hofmann 
523,31,1. FC Köln,away, 31 ,Penalty, Florian Kainz , Penalty 
524,31,M'gladbach,home, 38 ,Yellow card, Ramy Bensebaïni ,
525,31,1. FC Köln,away, 40 ,Substitution, Kingsley Schindler , Dejan Ljubičić 
526,31,1. FC Köln,away, 46 ,Second yellow card, Florian Kainz ,
527,31,M'gladbach,home, 47 ,Penalty, Ramy Bensebaïni , Penalty 
528,31,M'gladbach,home, 46 ,Goal, Lars Stindl ,
529,31,M'gladbach,home, 52 ,Substitution, Alassane Plea , Lars Stindl 
530,31,1. FC Köln,away, 60 ,Substitution, Sargis Adamyan , Ondrej Duda 
531,31,1. FC Köln,away, 60 ,Substitution, Denis Huseinbašić , Benno Schmitz 
532,31,1. FC Köln,away, 60 ,Substitution, Florian Dietz , Steffen Tigges 
533,31,1. FC Köln,away, 63 ,Yellow card, Ellyes Skhiri ,
534,31,1. FC Köln,away, 75 ,Substitution, Mark Uth , Linton Maina 
535,31,M'gladbach,home, 76 ,Goal, Ramy Bensebaïni , Jonas Hofmann 
536,31,M'gladbach,home, 78 ,Substitution, Yvandro Borges Sanches , Christoph Kramer 
537,31,M'gladbach,home, 82 ,Substitution, Stefan Lainer , Joe Scally 
538,31,1. FC Köln,away, 83 ,Goal, Denis Huseinbašić ,
539,31,M'gladbach,home, 83 ,Substitution, Luca Netz , Ramy Bensebaïni 
540,31,M'gladbach,home, 83 ,Substitution, Patrick Herrmann , Jonas Hofmann 
541,31,M'gladbach,home, 91 ,Goal, Marcus Thuram , Alassane Plea 
542,32,Bayern Munich,away, 2 ,Yellow card, Marcel Sabitzer ,
543,32,Bayern Munich,away, 11 ,Yellow card, Matthijs de Ligt ,
544,32,Borussia Dortmund,home, 14 ,Yellow card, Jude Bellingham ,
545,32,Bayern Munich,away, 33 ,Goal, Leon Goretzka , Jamal Musiala 
546,32,Borussia Dortmund,home, 40 ,Yellow card, Emre Can ,
547,32,Borussia Dortmund,home, 45 ,Substitution, Marius Wolf , Mats Hummels 
548,32,Bayern Munich,away, 45 ,Substitution, Joshua Kimmich , Marcel Sabitzer 
549,32,Bayern Munich,away, 45 ,Substitution, Josip Stanišić , Alphonso Davies 
550,32,Bayern Munich,away, 45 ,Substitution, Kingsley Coman , Serge Gnabry 
551,32,Bayern Munich,away, 53 ,Goal, Leroy Sané ,
552,32,Borussia Dortmund,home, 53 ,Substitution, Karim Adeyemi , Salih Özcan 
553,32,Bayern Munich,away, 57 ,Yellow card, Leon Goretzka ,
554,32,Bayern Munich,away, 62 ,Substitution, Noussair Mazraoui , Matthijs de Ligt 
555,32,Borussia Dortmund,home, 70 ,Substitution, Anthony Modeste , Donyell Malen 
556,32,Borussia Dortmund,home, 74 ,Goal, Youssoufa Moukoko , Anthony Modeste 
557,32,Bayern Munich,away, 77 ,Yellow card, Kingsley Coman ,
558,32,Bayern Munich,away, 82 ,Substitution, Eric Maxim Choupo-Moting , Sadio Mané 
559,32,Borussia Dortmund,home, 89 ,Substitution, Thorgan Hazard , Youssoufa Moukoko 
560,32,Bayern Munich,away, 90 ,Second yellow card, Kingsley Coman ,
561,32,Borussia Dortmund,home, 92 ,Yellow card, Karim Adeyemi ,
562,32,Bayern Munich,away, 92 ,Yellow card, Leroy Sané ,
563,32,Borussia Dortmund,home, 95 ,Goal, Anthony Modeste , Nico Schlotterbeck 
564,33,VfL Bochum,home, 40 ,Yellow card, Simon Zoller ,
565,33,Eintracht Frankfurt,away, 45 ,Substitution, Timothy Chandler , Kristijan Jakić 
566,33,VfL Bochum,home, 54 ,Yellow card, Ivan Ordets ,
567,33,Eintracht Frankfurt,away, 57 ,Yellow card, Éric Ebimbe ,
568,33,VfL Bochum,home, 60 ,Substitution, Constantinos Stafylidis , Patrick Osterhage 
569,33,Eintracht Frankfurt,away, 61 ,Substitution, Sebastian Rode , Djibril Sow 
570,33,Eintracht Frankfurt,away, 61 ,Substitution, Daichi Kamada , Mario Götze 
571,33,VfL Bochum,home, 71 ,Goal, Philipp Hofmann , Philipp Förster 
572,33,VfL Bochum,home, 72 ,Substitution, Christopher Antwi-Adjei , Simon Zoller 
573,33,Eintracht Frankfurt,away, 78 ,Substitution, Christopher Lenz , Luca Pellegrini 
574,33,Eintracht Frankfurt,away, 78 ,Substitution, Faride Alidou , Jesper Lindstrøm 
575,33,VfL Bochum,home, 81 ,Substitution, Silvère Ganvoula , Philipp Hofmann 
576,33,VfL Bochum,home, 81 ,Substitution, Jordi Osei-Tutu , Gerrit Holtmann 
577,33,VfL Bochum,home, 87 ,Own goal, Evan Ndicka , Own goal 
578,33,VfL Bochum,home, 91 ,Goal, Philipp Förster , Christopher Antwi-Adjei 
579,34,Schalke 04,away, 13 ,Yellow card, Maya Yoshida ,
580,34,Bayer Leverkusen,home, 38 ,Goal, Moussa Diaby , Robert Andrich 
581,34,Bayer Leverkusen,home, 41 ,Goal, Jeremie Frimpong , Moussa Diaby 
582,34,Schalke 04,away, 45 ,Substitution, Thomas Ouwejan , Tobias Mohr 
583,34,Schalke 04,away, 45 ,Substitution, Mehmet Aydin , Sebastian Polter 
584,34,Bayer Leverkusen,home, 52 ,Goal, Jeremie Frimpong , Moussa Diaby 
585,34,Bayer Leverkusen,home, 58 ,Yellow card, Piero Hincapié ,
586,34,Bayer Leverkusen,home, 64 ,Substitution, Kerem Demirbay , Charles Aránguiz 
587,34,Bayer Leverkusen,home, 64 ,Substitution, Amine Adli , Moussa Diaby 
588,34,Schalke 04,away, 64 ,Substitution, Florent Mollet , Dominick Drexler 
589,34,Schalke 04,away, 64 ,Substitution, Alex Král , Florian Flick 
590,34,Bayer Leverkusen,home, 72 ,Substitution, Adam Hložek , Patrik Schick 
591,34,Schalke 04,away, 79 ,Substitution, Danny Latza , Maya Yoshida 
592,34,Bayer Leverkusen,home, 88 ,Substitution, Odilon Kossounou , Piero Hincapié 
593,34,Bayer Leverkusen,home, 88 ,Substitution, Paulinho , Callum Hudson-Odoi 
594,34,Bayer Leverkusen,home, 90 ,Goal, Paulinho , Amine Adli 
595,35,VfL Wolfsburg,away, 27 ,Goal, Yannick Gerhardt , Ridle Baku 
596,35,VfL Wolfsburg,away, 37 ,Yellow card, Yannick Gerhardt ,
597,35,Augsburg,home, 38 ,Yellow card, Maximilian Bauer ,
598,35,VfL Wolfsburg,away, 40 ,Yellow card, Paulo Otávio ,
599,35,Augsburg,home, 40 ,Yellow card, Jeffrey Gouweleeuw ,
600,35,Augsburg,home, 40 ,Yellow card, Carlos Gruezo ,
601,35,Augsburg,home, 55 ,Goal, Robert Gumny ,
602,35,Augsburg,home, 66 ,Substitution, Mads Pedersen , Ruben Vargas 
603,35,VfL Wolfsburg,away, 69 ,Substitution, Josuha Guilavogui , Jakub Kamiński 
604,35,VfL Wolfsburg,away, 75 ,Substitution, Lukas Nmecha , Omar Marmoush 
605,35,VfL Wolfsburg,away, 75 ,Substitution, Kevin Paredes , Patrick Wimmer 
606,35,VfL Wolfsburg,away, 75 ,Yellow card, Josuha Guilavogui ,
607,35,Augsburg,home, 84 ,Yellow card, Iago ,
608,35,Augsburg,home, 86 ,Substitution, Daniel Caligiuri , Fredrik Jensen 
609,35,Augsburg,home, 91 ,Yellow card, Daniel Caligiuri ,
610,36,Mainz 05,home, 45 ,Goal, Marcus Ingvartsen , Anton Stach 
611,36,Mainz 05,home, 45 ,Substitution, Danny Da Costa , Silvan Widmer 
612,36,RB Leipzig,away, 63 ,Yellow card, Emil Forsberg ,
613,36,Mainz 05,home, 65 ,Substitution, Leandro Barreiro , Lee Jae-sung 
614,36,Mainz 05,home, 65 ,Substitution, Delano Burgzorg , Marcus Ingvartsen 
615,36,RB Leipzig,away, 73 ,Substitution, Kevin Kampl , Xaver Schlager 
616,36,RB Leipzig,away, 73 ,Substitution, André Silva , Dominik Szoboszlai 
617,36,Mainz 05,home, 77 ,Yellow card, Alexander Hack ,
618,36,RB Leipzig,away, 79 ,Substitution, Yussuf Poulsen , Emil Forsberg 
619,36,RB Leipzig,away, 80 ,Goal, Christopher Nkunku , Marcel Halstenberg 
620,36,Mainz 05,home, 82 ,Substitution, Stefan Bell , Edimilson Fernandes 
621,36,Mainz 05,home, 86 ,Substitution, Angelo Fulgini , Anton Stach 
622,37,Hoffenheim,home, 8 ,Yellow card, Dennis Geiger ,
623,37,Werder Bremen,away, 18 ,Goal, Marvin Ducksch , Niclas Füllkrug 
624,37,Hoffenheim,home, 32 ,Goal, Munas Dabbur , Dennis Geiger 
625,37,Werder Bremen,away, 44 ,Yellow card, Ilia Gruev ,
626,37,Werder Bremen,away, 46 ,Yellow card, Marco Friedl ,
627,37,Werder Bremen,away, 59 ,Substitution, Leonardo Bittencourt , Ilia Gruev 
628,37,Hoffenheim,home, 66 ,Substitution, Pavel Kaderabek , Robert Skov 
629,37,Hoffenheim,home, 66 ,Substitution, Georginio Rutter , Andrej Kramarić 
630,37,Hoffenheim,home, 71 ,Yellow card, Kevin Vogt ,
631,37,Werder Bremen,away, 75 ,Substitution, Lee Buchanan , Anthony Jung 
632,37,Werder Bremen,away, 87 ,Penalty, Niclas Füllkrug , Penalty 
633,37,Hoffenheim,home, 88 ,Substitution, Jacob Bruun Larsen , Angeliño 
634,37,Hoffenheim,home, 88 ,Substitution, Angelo Stiller , Dennis Geiger 
635,37,Hoffenheim,home, 91 ,Yellow card, Ozan Kabak ,
636,37,Werder Bremen,away, 91 ,Substitution, Jens Stage , Romano Schmid 
637,37,Werder Bremen,away, 92 ,Substitution, Amos Pieper , Christian Groß 
638,37,Werder Bremen,away, 93 ,Yellow card, Leonardo Bittencourt ,
639,38,Augsburg,away, 9 ,Goal, Ermedin Demirovic ,
640,38,Augsburg,away, 21 ,Goal, Ermedin Demirovic , Mërgim Berisha 
641,38,Augsburg,away, 30 ,Yellow card, Maximilian Bauer ,
642,38,Schalke 04,home, 33 ,Goal, Simon Terodde , Dominick Drexler 
643,38,Schalke 04,home, 34 ,Yellow card, Simon Terodde ,
644,38,Schalke 04,home, 34 ,Yellow card, Marius Bülter ,
645,38,Augsburg,away, 34 ,Yellow card, Mërgim Berisha ,
646,38,Schalke 04,home, 45 ,Substitution, Rodrigo Zalazar , Marius Bülter 
647,38,Schalke 04,home, 53 ,Substitution, Leo Greiml , Sepp van den Berg 
648,38,Schalke 04,home, 63 ,Goal, Tom Krauß , Dominick Drexler 
649,38,Schalke 04,home, 67 ,Substitution, Mehmet Aydin , Henning Matriciani 
650,38,Augsburg,away, 70 ,Second yellow card, Mërgim Berisha ,
651,38,Augsburg,away, 70 ,Yellow card, Florian Niederlechner ,
652,38,Augsburg,away, 72 ,Substitution, Fredrik Jensen , Florian Niederlechner 
653,38,Augsburg,away, 73 ,Yellow card, Ermedin Demirovic ,
654,38,Augsburg,away, 74 ,Yellow card, Robert Gumny ,
655,38,Augsburg,away, 77 ,Goal, Andre Hahn , Robert Gumny 
656,38,Schalke 04,home, 81 ,Substitution, Kenan Karaman , Dominick Drexler 
657,38,Schalke 04,home, 81 ,Substitution, Tobias Mohr , Thomas Ouwejan 
658,38,Augsburg,away, 84 ,Substitution, Mads Pedersen , Ermedin Demirovic 
659,39,Hertha BSC,home, 21 ,Yellow card, Suat Serdar ,
660,39,Hoffenheim,away, 25 ,Goal, Andrej Kramarić , Ozan Kabak 
661,39,Hoffenheim,away, 29 ,Yellow card, Dennis Geiger ,
662,39,Hertha BSC,home, 29 ,Yellow card, Ivan Šunjić ,
663,39,Hertha BSC,home, 37 ,Goal, Dodi Lukebakio , Chidera Ejuke 
664,39,Hertha BSC,home, 45 ,Substitution, Agustín Rogel , Filip Uremović 
665,39,Hoffenheim,away, 61 ,Substitution, Georginio Rutter , Munas Dabbur 
666,39,Hoffenheim,away, 63 ,Substitution, Angelo Stiller , Dennis Geiger 
667,39,Hertha BSC,home, 72 ,Substitution, Marco Richter , Suat Serdar 
668,39,Hertha BSC,home, 72 ,Substitution, Davie Selke , Wilfried Kanga 
669,39,Hoffenheim,away, 81 ,Substitution, Robert Skov , Angeliño 
670,39,Hoffenheim,away, 81 ,Substitution, Kevin Akpoguma , Stanley Nsoki 
671,39,Hoffenheim,away, 81 ,Substitution, Jacob Bruun Larsen , Christoph Baumgartner 
672,39,Hertha BSC,home, 83 ,Substitution, Kevin Boateng , Dodi Lukebakio 
673,39,Hertha BSC,home, 91 ,Substitution, Maximilian Mittelstädt , Chidera Ejuke 
674,40,Werder Bremen,home, 5 ,Goal, Niclas Füllkrug , Romano Schmid 
675,40,Werder Bremen,home, 8 ,Goal, Marvin Ducksch ,
676,40,Werder Bremen,home, 13 ,Goal, Niclas Füllkrug , Marvin Ducksch 
677,40,Werder Bremen,home, 37 ,Own goal, Ramy Bensebaïni , Own goal 
678,40,M'gladbach,away, 39 ,Yellow card, K Koné ,
679,40,M'gladbach,away, 63 ,Goal, Marcus Thuram , Lars Stindl 
680,40,Werder Bremen,home, 72 ,Substitution, Oliver Burke , Marvin Ducksch 
681,40,Werder Bremen,home, 72 ,Substitution, Jens Stage , Romano Schmid 
682,40,Werder Bremen,home, 73 ,Goal, Mitchell Weiser , Niclas Füllkrug 
683,40,M'gladbach,away, 77 ,Substitution, Stefan Lainer , Joe Scally 
684,40,M'gladbach,away, 77 ,Substitution, Patrick Herrmann , Lars Stindl 
685,40,Werder Bremen,home, 77 ,Substitution, Leonardo Bittencourt , Ilia Gruev 
686,40,Werder Bremen,home, 77 ,Substitution, Nicolai Rapp , Christian Groß 
687,40,M'gladbach,away, 83 ,Substitution, Nathan Ngoumou , Christoph Kramer 
688,40,Werder Bremen,home, 85 ,Substitution, Niklas Schmidt , Marco Friedl 
689,40,M'gladbach,away, 88 ,Substitution, Luca Netz , Ramy Bensebaïni 
690,40,M'gladbach,away, 88 ,Substitution, Rocco Reitz , K Koné 
691,41,SC Freiburg,home, 3 ,Goal, Michael Gregoritsch , Maximilian Eggestein 
692,41,Mainz 05,away, 33 ,Yellow card, Stefan Bell ,
693,41,SC Freiburg,home, 37 ,Goal, Daniel-Kofi Kyereh ,
694,41,Mainz 05,away, 52 ,Goal, Aarón Martin , Jonathan Burkardt 
695,41,Mainz 05,away, 53 ,Yellow card, Leandro Barreiro ,
696,41,Mainz 05,away, 60 ,Yellow card, Anton Stach ,
697,41,Mainz 05,away, 66 ,Substitution, Edimilson Fernandes , Stefan Bell 
698,41,Mainz 05,away, 66 ,Substitution, Lee Jae-sung , Leandro Barreiro 
699,41,SC Freiburg,home, 69 ,Substitution, Kevin Schade , Ritsu Dōan 
700,41,SC Freiburg,home, 69 ,Substitution, Jeong Woo-yeong , Daniel-Kofi Kyereh 
701,41,SC Freiburg,home, 70 ,Yellow card, Nicolas Höfler ,
702,41,Mainz 05,away, 77 ,Substitution, Angelo Fulgini , Danny Da Costa 
703,41,Mainz 05,away, 77 ,Substitution, Delano Burgzorg , Jonathan Burkardt 
704,41,SC Freiburg,home, 84 ,Substitution, Nils Petersen , Michael Gregoritsch 
705,41,SC Freiburg,home, 84 ,Substitution, Noah Weißhaupt , Vincenzo Grifo 
706,41,Mainz 05,away, 86 ,Substitution, Nelson Weiper , Anton Stach 
707,41,Mainz 05,away, 90 ,Yellow card, Dominik Kohr ,
708,41,SC Freiburg,home, 93 ,Substitution, Yannik Keitel , Maximilian Eggestein 
709,41,SC Freiburg,home, 94 ,Yellow card, Yannik Keitel ,
710,42,1. FC Köln,home, 21 ,Yellow card, Timo Hübers ,
711,42,Borussia Dortmund,away, 23 ,Yellow card, Karim Adeyemi ,
712,42,1. FC Köln,home, 25 ,Yellow card, Ondrej Duda ,
713,42,Borussia Dortmund,away, 29 ,Yellow card, Raphaël Guerreiro ,
714,42,Borussia Dortmund,away, 31 ,Goal, Julian Brandt , Jude Bellingham 
715,42,Borussia Dortmund,away, 36 ,Yellow card, Niklas Süle ,
716,42,1. FC Köln,home, 53 ,Goal, Florian Kainz , Linton Maina 
717,42,1. FC Köln,home, 56 ,Goal, Steffen Tigges , Florian Kainz 
718,42,Borussia Dortmund,away, 61 ,Substitution, Thorgan Hazard , Karim Adeyemi 
719,42,1. FC Köln,home, 61 ,Substitution, Sargis Adamyan , Ondrej Duda 
720,42,1. FC Köln,home, 61 ,Substitution, Florian Dietz , Steffen Tigges 
721,42,Borussia Dortmund,away, 70 ,Substitution, Youssoufa Moukoko , Salih Özcan 
722,42,1. FC Köln,home, 70 ,Substitution, Kingsley Schindler , Linton Maina 
723,42,1. FC Köln,home, 70 ,Substitution, Denis Huseinbašić , Florian Kainz 
724,42,1. FC Köln,home, 71 ,Goal, Dejan Ljubičić , Denis Huseinbašić 
725,42,Borussia Dortmund,away, 77 ,Substitution, Emre Can , Donyell Malen 
726,42,Borussia Dortmund,away, 77 ,Substitution, Tom Rothe , Raphaël Guerreiro 
727,42,Borussia Dortmund,away, 79 ,Own goal, Benno Schmitz , Own goal 
728,42,1. FC Köln,home, 79 ,Yellow card, Kingsley Schindler ,
729,42,1. FC Köln,home, 83 ,Substitution, Eric Martel , Benno Schmitz 
730,42,1. FC Köln,home, 90 ,Yellow card, Denis Huseinbašić ,
731,43,VfB Stuttgart,away, 22 ,Goal, Sehrou Guirassy , Hiroki Ito 
732,43,VfL Wolfsburg,home, 23 ,Goal, Omar Marmoush , Jakub Kamiński 
733,43,VfL Wolfsburg,home, 38 ,Goal, Maximilian Arnold , Paulo Otávio 
734,43,VfL Wolfsburg,home, 42 ,Yellow card, Patrick Wimmer ,
735,43,VfB Stuttgart,away, 46 ,Goal, Konstantinos Mavropanos , Pascal Stenzel 
736,43,VfB Stuttgart,away, 47 ,Yellow card, Sehrou Guirassy ,
737,43,VfB Stuttgart,away, 48 ,Yellow card, Waldemar Anton ,
738,43,VfL Wolfsburg,home, 53 ,Yellow card, Ridle Baku ,
739,43,VfB Stuttgart,away, 68 ,Substitution, Enzo Millot , Wataru Endo 
740,43,VfB Stuttgart,away, 70 ,Yellow card, Hiroki Ito ,
741,43,VfL Wolfsburg,home, 71 ,Yellow card, Maximilian Arnold ,
742,43,VfL Wolfsburg,home, 76 ,Substitution, Kevin Paredes , Jakub Kamiński 
743,43,VfB Stuttgart,away, 76 ,Substitution, Dan Zagadou , Pascal Stenzel 
